# obj_no phot_z age_old age_new f_old_V EBV norm chi SFR stellar_mass
9.200000000000000000e+01 1.090000000000000080e+00 2.000000000000000000e+09 1.000000000000000000e+07 1.000000000000000000e+00 7.500000000000000000e-01 2.616688788159537573e-17 5.158606849216071168e+03 0.000000000000000000e+00 1.084100531720088005e+10
9.300000000000000000e+01 1.110000000000000098e+00 1.700000000000000000e+09 5.000000000000000000e+07 7.701167080980508839e-01 1.500000000000000000e+00 5.088589392987990865e-17 2.860728001348338239e+03 9.373443882551040218e+00 6.376483662035617828e+10
9.400000000000000000e+01 2.520000000000000018e+00 1.700000000000000000e+09 1.000000000000000000e+07 1.000000000000000000e+00 0.000000000000000000e+00 4.469242041794530593e-17 2.899780671911009449e+03 0.000000000000000000e+00 2.094231651319748535e+11
9.500000000000000000e+01 1.030000000000000027e+00 1.700000000000000000e+09 5.000000000000000000e+07 8.104737685031120353e-01 1.500000000000000000e+00 5.597776026752839162e-17 3.535004623216053915e+03 8.237688802928051501e+00 7.141936266835519409e+10
9.600000000000000000e+01 1.700000000000000122e-01 1.139100030000000000e+09 1.000000000000000000e+07 1.000000000000000000e+00 1.500000000000000222e-01 1.427433863616597580e-17 1.414121608904588584e+03 0.000000000000000000e+00 1.931501276289603487e+07
9.700000000000000000e+01 4.650000000000000355e+00 1.139100030000000000e+09 5.000000000000000000e+07 9.995287145194909906e-01 1.200000000000000178e+00 4.642584117161105650e-19 7.371579907462261190e+02 7.525066114582685373e+00 1.809421390093738672e+13
9.800000000000000000e+01 1.989999999999999991e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.145007413978564204e-01 7.250000000000000888e-01 1.187736334558081385e-18 8.057978993102547065e+02 1.316306336679628375e+00 8.354839716487564087e+09
9.900000000000000000e+01 1.890000000000000124e+00 2.000000000000000000e+09 2.511900000000000000e+07 7.588113568490419958e-01 7.500000000000000000e-01 9.668906031916103884e-18 4.157581603437893136e+03 1.192378040370229542e+01 6.848722748769380951e+10
1.000000000000000000e+02 6.600000000000000311e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.187989160644089992e-01 0.000000000000000000e+00 4.204237407584531385e-19 9.517643772643268676e+02 1.684982884560356706e-02 1.130905593509519100e+08
1.010000000000000000e+02 3.400000000000000244e-01 5.088000000000000000e+08 1.000000000000000000e+07 1.000000000000000000e+00 1.500000000000000222e-01 1.746052049422145563e-17 1.545613945143329602e+03 0.000000000000000000e+00 6.784661782496698201e+07
1.020000000000000000e+02 1.090000000000000080e+00 1.139100030000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 1.500000000000000000e+00 1.649429014608424107e-17 2.193978039038851421e+03 2.876556897386349565e+00 2.961020498953152847e+10
1.030000000000000000e+02 2.319999999999999840e+00 5.088000000000000000e+08 2.511900000000000000e+07 8.280299141390016215e-01 1.500000000000000000e+00 6.364935134577731810e-17 7.553020216704392624e+03 1.470814940663324251e+02 3.227108840274791870e+11
1.040000000000000000e+02 2.649999999999999911e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.918029914139001590e-01 1.000000000000000056e-01 5.555524805980086808e-20 7.141997889604137981e+02 2.956573450040006490e-01 1.078335720744118309e+10
1.050000000000000000e+02 5.200000000000000178e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.701167080980508839e-01 8.250000000000000666e-01 3.732941392308480335e-18 9.717353282755675536e+02 1.498623754548097098e-01 1.527913172927059531e+08
1.060000000000000000e+02 2.609999999999999876e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.824577129666183239e-01 3.500000000000000333e-01 4.798356955601443605e-19 1.441439684923145705e+03 1.245885891324909123e+00 4.114231505969537354e+10
1.070000000000000000e+02 2.510000000000000231e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.934041309256244068e-01 0.000000000000000000e+00 2.474212722476429005e-20 7.181992103652332844e+02 1.109708371301242058e-01 5.037727575810500145e+09
1.080000000000000000e+02 3.750000000000000000e+00 1.700000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 8.000000000000000444e-01 2.051548315999397261e-19 5.781675110329459812e+02 1.677740339277034698e+00 1.180470769025122374e+08
1.090000000000000000e+02 4.600000000000000200e-01 5.088000000000000000e+08 5.000000000000000000e+07 1.000000000000000888e-02 1.350000000000000089e+00 3.482520165946633708e-17 1.179951812799534309e+03 5.119210185156323201e-01 2.864038633860938624e+07
1.100000000000000000e+02 2.439999999999999947e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.824577129666183239e-01 2.750000000000000222e-01 3.133981870557911176e-19 1.261601424819607246e+03 1.285878007568257653e+00 2.171505204774378204e+10
1.110000000000000000e+02 2.510000000000000231e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.860116708098051186e-01 0.000000000000000000e+00 2.414482920719898644e-19 1.331191547119409279e+03 5.543032636799447577e-01 2.303092176190456390e+10
1.120000000000000000e+02 2.040000000000000036e+00 1.139100030000000000e+09 1.000000000000000000e+07 5.931306165296644783e-01 9.000000000000000222e-01 3.847048384257813989e-18 1.176695893522275810e+03 9.001048108012756899e+00 7.704644592628916740e+09
1.130000000000000000e+02 4.600000000000000200e-01 5.088000000000000000e+08 1.000000000000000000e+07 1.000000000000000000e+00 2.250000000000000056e-01 9.096996575031691090e-18 6.687442901180389754e+02 0.000000000000000000e+00 7.872851966113965213e+07
1.140000000000000000e+02 2.260000000000000231e+00 5.088000000000000000e+08 1.000000000000000000e+07 8.515106807538886935e-01 1.100000000000000089e+00 4.435397458795727218e-18 1.530497137831329610e+03 1.430349665032289508e+01 2.486103375641748428e+10
1.150000000000000000e+02 4.299999999999999933e-01 5.088000000000000000e+08 1.000000000000000000e+07 1.000000000000000000e+00 6.000000000000000888e-01 9.003839278141831156e-18 8.405622966746173006e+02 0.000000000000000000e+00 6.497209452281092107e+07
