# obj_no spec_z phot_z age_old age_new f_old_V old_modifier EBV norm chi
1.050000000000000000e+02 1.243999999999999967e-01 1.400000000000000133e-01 8.064000000000000000e+08 1.000000000000000000e+07 9.599999999999999645e-01 6.740478866478127480e+09 0.000000000000000000e+00 2.235521010834487857e-02 3.955547918921766382e+00
1.060000000000000000e+02 6.550000000000000266e-01 7.800000000000000266e-01 4.000000000000000000e+09 1.000000000000000000e+07 4.000000000000000083e-02 2.107935894847825468e+08 1.325000000000000178e+00 2.244444663155639432e+02 6.487612722413399702e+00
1.070000000000000000e+02 3.830000000000000071e-01 2.300000000000000100e-01 5.088000000000000000e+08 2.511900000000000000e+07 9.000000000000000222e-01 3.275380398913103580e+09 1.500000000000000000e+00 1.543751103052529938e+00 1.691722437932764223e+01
1.080000000000000000e+02 1.340999999999999970e+00 1.290000000000000036e+00 5.088000000000000000e+08 1.000000000000000000e+07 1.600000000000000033e-01 3.346971948982355595e+08 5.500000000000000444e-01 1.374445299393367215e+01 1.165312282646147324e+01
1.090000000000000000e+02 7.321999999999999620e-01 5.899999999999999689e-01 5.088000000000000000e+08 2.511900000000000000e+07 9.200000000000000400e-01 5.587043882612423897e+09 7.250000000000000888e-01 5.243594966422926440e-01 3.632612536245868995e+00
1.100000000000000000e+02 6.874000000000000110e-01 5.600000000000000533e-01 5.088000000000000000e+08 5.000000000000000000e+07 7.000000000000000666e-01 1.431867810066646576e+09 8.000000000000000444e-01 6.378628797753961521e+00 5.294823523210856031e+00
1.110000000000000000e+02 6.611000000000000210e-01 5.799999999999999600e-01 5.088000000000000000e+08 5.000000000000000000e+07 7.399999999999999911e-01 1.778669244201039314e+09 1.250000000000000000e-01 1.800182395336746177e+00 4.442314239748604621e+00
1.120000000000000000e+02 5.213999999999999746e-01 5.100000000000000089e-01 5.088000000000000000e+08 1.000000000000000000e+07 8.000000000000000444e-01 1.198979239839465618e+09 0.000000000000000000e+00 5.183784087748589675e-01 5.970729327813371512e+00
1.130000000000000000e+02 9.659999999999999698e-01 8.100000000000000533e-01 8.064000000000000000e+08 5.000000000000000000e+07 5.200000000000000178e-01 1.584108061802631855e+09 7.000000000000000666e-01 8.670001574083540774e+00 8.978077740734269341e+00
1.140000000000000000e+02 6.187000000000000277e-01 5.200000000000000178e-01 5.088000000000000000e+08 5.000000000000000000e+07 7.399999999999999911e-01 1.689805187342447519e+09 6.750000000000000444e-01 3.634410266281649093e+00 2.964433132426587125e+00
1.150000000000000000e+02 1.552000000000000046e+00 1.469999999999999973e+00 5.088000000000000000e+08 1.000000000000000000e+07 1.400000000000000133e-01 3.835926842708067894e+08 5.500000000000000444e-01 2.920668302071007361e+01 2.184769393285642280e+01
