# obj_no spec_z phot_z age_old age_new f_old_V EBV norm chi
1.000000000000000000e+00 2.225999999999999979e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 9.798916064409035620e-02 8.000000000000000444e-01 3.791821446950542689e-16 4.694239450328026919e+01
2.000000000000000000e+00 7.850000000000000311e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 3.790426555198066483e-01 8.750000000000000000e-01 4.571297085577140185e-16 1.108592848900319083e+01
3.000000000000000000e+00 1.606000000000000094e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 8.750000000000000000e-01 2.928811118049336064e-16 5.178817214637971489e+01
4.000000000000000000e+00 1.328999999999999959e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 1.400000000000000133e+00 6.355379777124424488e-16 6.965579439741206613e+01
5.000000000000000000e+00 8.719999999999999973e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 3.181690290810633703e-01 1.450000000000000178e+00 1.356076980883613641e-15 2.230981370375264561e+01
6.000000000000000000e+00 8.169999999999999485e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 5.313699076773616969e-01 1.500000000000000000e+00 5.363755873585850042e-16 5.394072030730449541e+01
7.000000000000000000e+00 1.030999999999999917e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 1.782362288973291520e-01 7.750000000000000222e-01 5.118923538178519889e-16 1.980164389587401175e+01
8.000000000000000000e+00 1.409999999999999920e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 1.782362288973291520e-01 4.250000000000000444e-01 1.783540992674435295e-16 2.993333471989474859e+01
9.000000000000000000e+00 3.579999999999999849e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 9.268236228897329676e-01 6.500000000000000222e-01 1.012834027147259118e-16 3.653964192137233447e+00
1.000000000000000000e+01 3.880000000000000115e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 2.250000000000000056e-01 5.611337915190657046e-17 1.255578755937495927e+01
1.100000000000000000e+01 1.030000000000000027e+00 1.000000000000000021e-02 1.434000000000000000e+09 5.000000000000000000e+07 9.798004827959798657e-01 3.000000000000000444e-01 8.942228523530054515e-18 8.364135724761167623e+00
1.200000000000000000e+01 1.203999999999999959e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 9.798916064409035620e-02 3.500000000000000333e-01 1.848822816111714281e-16 3.265671572159226344e+01
1.300000000000000000e+01 1.990000000000000102e-01 1.000000000000000021e-02 2.000000000000000000e+09 5.000000000000000000e+07 9.798916064409035620e-02 8.250000000000000666e-01 1.145753560468393144e-15 1.181334409990372158e+01
1.400000000000000000e+01 5.430000000000000382e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.313699076773616969e-01 2.500000000000000000e-01 1.216385644189210907e-16 1.620014133530994371e+01
1.500000000000000000e+01 4.299999999999999933e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.313699076773616969e-01 2.500000000000000000e-01 4.698242219091998213e-16 5.024205317824648631e+00
1.600000000000000000e+01 1.655000000000000027e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 9.798916064409035620e-02 4.250000000000000444e-01 2.293305705027787398e-16 6.025592240618176731e+01
1.700000000000000000e+01 3.438000000000000167e+00 1.000000000000000021e-02 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 1.275000000000000133e+00 4.329318371344819708e-16 6.752992278101822876e+01
1.800000000000000000e+01 8.129999999999999449e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 3.181690290810633703e-01 3.000000000000000444e-01 1.209273531506611109e-16 1.682813776684312757e+01
1.900000000000000000e+01 1.191999999999999948e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 1.782362288973291520e-01 3.750000000000000000e-01 2.305060090084217126e-16 3.614119071783334647e+01
2.000000000000000000e+01 2.580999999999999961e+00 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 9.000000000000000222e-01 3.965981535831341387e-16 4.830192581187017709e+01
2.100000000000000000e+01 8.309999999999999609e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 1.225000000000000089e+00 1.409399297526201141e-15 1.532293895603842948e+01
2.200000000000000000e+01 1.629000000000000004e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 9.798916064409035620e-02 9.500000000000000666e-01 3.665675581514136313e-16 2.778609594864804322e+01
2.300000000000000000e+01 1.060999999999999943e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 1.782362288973291520e-01 1.100000000000000089e+00 1.043192020372451928e-15 2.532019272933798604e+01
2.400000000000000000e+01 4.259999999999999898e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 7.080048279597983552e-01 1.500000000000000222e-01 6.493534250075094777e-17 4.814377084674912766e+00
2.500000000000000000e+01 6.959999999999999520e-01 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 3.250000000000000111e-01 1.268628057605047871e-17 1.713086795750569991e+01
2.600000000000000000e+01 1.028999999999999915e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 3.181690290810633703e-01 5.250000000000000222e-01 2.518655680280808920e-16 2.765561550566591720e+01
2.700000000000000000e+01 1.028000000000000025e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 5.250000000000000222e-01 1.269683263496739814e-16 1.836948190266208414e+01
2.800000000000000000e+01 4.510000000000000120e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 6.788688785174088469e-01 2.000000000000000111e-01 1.171734585798714294e-16 6.028725344509734185e+00
2.900000000000000000e+01 4.309999999999999942e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 2.750000000000000222e-01 3.087171414400890141e-17 7.174931421562222411e+00
3.000000000000000000e+01 1.245000000000000107e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 5.000000000000000000e-01 1.766933415698831045e-16 2.893915042885464572e+01
3.100000000000000000e+01 1.824000000000000066e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 9.798916064409035620e-02 5.750000000000000666e-01 6.653700179488069299e-16 1.804101121412464792e+01
3.200000000000000000e+01 2.736000000000000210e+00 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 1.074999999999999956e+00 8.995002190524893873e-16 4.401513657105476085e+01
3.300000000000000000e+01 6.460000000000000187e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 4.345600626628430829e-01 1.325000000000000178e+00 1.453564056589269705e-15 9.529989423826467743e+00
3.400000000000000000e+01 1.082000000000000073e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 4.250000000000000444e-01 2.639615901480198520e-16 3.053878836232635052e+01
