# obj_no spec_z phot_z age_old age_new f_old_V EBV norm chi
7.670000000000000000e+02 6.250000000000000000e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 6.000000000000000888e-01 2.839997510770823432e-17 1.328983581252994917e+01
7.680000000000000000e+02 7.670000000000000151e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 8.194539282036752414e-01 1.500000000000000000e+00 2.896822469701345498e-16 6.942229841742114615e+01
7.690000000000000000e+02 5.560000000000000497e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.313699076773616969e-01 1.150000000000000133e+00 1.199114927244879597e-15 6.450470164314936028e+00
7.700000000000000000e+02 1.395000000000000018e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 8.194539282036752414e-01 4.500000000000000111e-01 9.313532981730052161e-18 2.786603860566336976e+01
7.710000000000000000e+02 1.032999999999999918e+00 1.000000000000000021e-02 2.000000000000000000e+09 5.000000000000000000e+07 9.341422424970816651e-01 9.500000000000000666e-01 1.939468401261473235e-17 2.466457735098114767e+01
7.720000000000000000e+02 7.530000000000000027e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.734841677598339071e-01 6.250000000000000000e-01 5.161954992530938810e-17 6.654775456413839052e+00
7.730000000000000000e+02 4.739999999999999769e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.588113568490419958e-01 1.500000000000000000e+00 3.495091499547321426e-16 2.502889528751640924e+01
7.740000000000000000e+02 1.104999999999999982e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 3.181690290810633703e-01 4.000000000000000222e-01 3.643013129853041066e-17 7.461311612863480036e+01
7.750000000000000000e+02 8.689999999999999947e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 8.010703869145960887e-01 1.475000000000000089e+00 6.353275834052004380e-17 4.984100802444216782e+01
7.760000000000000000e+02 5.480000000000000426e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 8.010703869145960887e-01 1.425000000000000044e+00 5.811505889030983568e-16 2.421705443860329510e+01
7.770000000000000000e+02 3.739999999999999991e-01 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 9.891070386914596613e-01 1.750000000000000167e-01 4.567451113334935010e-18 3.453058337040357362e+00
7.780000000000000000e+02 8.269999999999999574e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.080048279597983552e-01 7.500000000000000000e-01 6.661889236762295300e-17 1.373663097805506439e+01
7.790000000000000000e+02 7.570000000000000062e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 1.782362288973291520e-01 6.500000000000000222e-01 9.200269725485505043e-17 1.778008730390274650e+01
7.800000000000000000e+02 1.274999999999999911e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 2.514224249708160164e-01 2.250000000000000056e-01 3.344534982525608571e-17 3.720519566877304385e+01
7.810000000000000000e+02 5.110000000000000098e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.809132347232226046e-01 1.300000000000000044e+00 8.506934748165080838e-16 6.034866944002766687e+00
7.820000000000000000e+02 4.560000000000000164e-01 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 9.848811356849042076e-01 4.000000000000000222e-01 1.468853152425427975e-17 7.358523158189924196e+00
7.830000000000000000e+02 1.445999999999999952e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.809132347232226046e-01 8.500000000000000888e-01 1.852363049180403133e-17 3.476537337145167328e+01
7.840000000000000000e+02 5.110000000000000098e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 2.500000000000000000e-01 1.266912328688925105e-17 1.403277021945955205e+01
7.850000000000000000e+02 1.181999999999999940e+00 1.000000000000000021e-02 1.700000000000000000e+09 5.000000000000000000e+07 9.909453928203675321e-01 3.000000000000000444e-01 6.914616135374976330e-19 6.557301511147213269e+00
7.860000000000000000e+02 5.160000000000000142e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.313699076773616969e-01 1.025000000000000133e+00 2.245779267960178867e-16 1.024461141022506006e+01
7.870000000000000000e+02 1.153000000000000025e+00 1.000000000000000021e-02 1.700000000000000000e+09 5.000000000000000000e+07 9.909453928203675321e-01 8.000000000000000444e-01 2.452986891825177850e-18 2.359004592399034816e+00
7.880000000000000000e+02 5.390000000000000346e-01 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 9.941510680753888884e-01 1.250000000000000000e-01 2.817274219280343372e-18 1.789229343712470666e+01
