# obj_no spec_z phot_z age_old age_new f_old_V EBV norm chi
1.000000000000000000e+00 2.225999999999999979e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 4.851925397502274695e-01 8.500000000000000888e-01 3.268121293228876175e-17 1.194500785989514569e+01
2.000000000000000000e+00 7.850000000000000311e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 6.469219452298986539e-01 9.500000000000000666e-01 1.463411123789200810e-16 7.706681847731386981e+00
3.000000000000000000e+00 1.606000000000000094e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.588113568490419958e-01 9.000000000000000222e-01 3.096866825860109491e-17 5.274888400627527574e+01
4.000000000000000000e+00 1.328999999999999959e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.809132347232226046e-01 1.275000000000000133e+00 5.967999189216622165e-17 6.854022521799456058e+01
5.000000000000000000e+00 8.719999999999999973e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 6.469219452298986539e-01 1.475000000000000089e+00 3.313494864661031143e-16 1.425334949953971453e+01
6.000000000000000000e+00 8.169999999999999485e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 8.194539282036752414e-01 1.500000000000000000e+00 1.330612789373018117e-16 4.969917482744588000e+01
7.000000000000000000e+00 1.030999999999999917e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.734841677598339071e-01 7.250000000000000888e-01 8.344226786847822747e-17 1.226875000791789105e+01
8.000000000000000000e+00 1.409999999999999920e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 6.118928294465026951e-01 4.750000000000000333e-01 2.319486266683625480e-17 2.659015523098720024e+01
9.000000000000000000e+00 3.579999999999999849e-01 1.000000000000000021e-02 1.139100030000000000e+09 5.000000000000000000e+07 9.768868878517409371e-01 3.000000000000000444e-01 1.963695462301117879e-17 5.157035346554358135e+00
1.000000000000000000e+01 3.880000000000000115e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 8.515106807538886935e-01 2.250000000000000056e-01 2.724802549216348738e-17 1.049984323625324656e+01
1.100000000000000000e+01 1.030000000000000027e+00 1.000000000000000021e-02 1.434000000000000000e+09 5.000000000000000000e+07 9.955456022925407433e-01 3.250000000000000111e-01 1.982499797660598306e-18 6.600132537520865483e+00
1.200000000000000000e+01 1.203999999999999959e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 4.345600626628430829e-01 3.250000000000000111e-01 2.530428798796437221e-17 2.667134728220531414e+01
1.300000000000000000e+01 1.990000000000000102e-01 1.000000000000000021e-02 1.700000000000000000e+09 5.000000000000000000e+07 9.798916064409035620e-02 9.000000000000000222e-01 8.058945751767156214e-16 1.394248471986940885e+01
1.400000000000000000e+01 5.430000000000000382e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 2.500000000000000000e-01 4.884699649673755319e-17 1.602153498818521982e+01
1.500000000000000000e+01 4.299999999999999933e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 7.080048279597983552e-01 2.500000000000000000e-01 2.185802938161019244e-16 3.406750383384520298e+00
1.600000000000000000e+01 1.655000000000000027e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 4.851925397502274695e-01 4.750000000000000333e-01 2.378514611019125030e-17 5.579316863579025920e+01
1.700000000000000000e+01 3.438000000000000167e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 6.118928294465026951e-01 6.500000000000000222e-01 6.939242703137045729e-18 2.220289550785121691e+01
1.800000000000000000e+01 8.129999999999999449e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 6.118928294465026951e-01 3.500000000000000333e-01 3.427632467555385574e-17 1.523658756021688454e+01
1.900000000000000000e+01 1.191999999999999948e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.734841677598339071e-01 4.000000000000000222e-01 3.534342319399147436e-17 2.861524095253897926e+01
2.000000000000000000e+01 2.580999999999999961e+00 1.000000000000000021e-02 1.434000000000000000e+09 5.000000000000000000e+07 4.851925397502274695e-01 5.750000000000000666e-01 1.398007990581538106e-17 6.261161511841361715e+00
2.100000000000000000e+01 8.309999999999999609e-01 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.734841677598339071e-01 1.225000000000000089e+00 3.427778369033414704e-16 1.139462551497841858e+01
2.200000000000000000e+01 1.629000000000000004e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 5.734841677598339071e-01 8.750000000000000000e-01 3.163515634610195478e-17 2.981101552841674618e+01
2.300000000000000000e+01 1.060999999999999943e+00 1.000000000000000021e-02 5.088000000000000000e+08 5.000000000000000000e+07 6.118928294465026951e-01 1.000000000000000000e+00 1.480741924693182831e-16 1.669731544533757628e+01
2.400000000000000000e+01 4.259999999999999898e-01 1.000000000000000021e-02 8.064000000000000000e+08 5.000000000000000000e+07 8.362199171250624952e-01 1.500000000000000222e-01 3.066655466308220224e-17 5.035870743385340909e+00
2.500000000000000000e+01 6.959999999999999520e-01 1.000000000000000021e-02 2.500000000000000000e+09 5.000000000000000000e+07 9.663484167759833765e-01 3.250000000000000111e-01 3.972927798618839379e-18 1.695686958310815484e+01
