# obj_no phot_z age_old age_new f_old_V EBV norm chi SFR stellar_mass
4.200000000000000000e+01 3.570000000000000284e+00 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 5.000000000000000000e-01 2.950540136144106115e-17 1.144862586530581666e+03 2.064029409648670139e+02 1.527303874555331039e+10
4.300000000000000000e+01 3.580000000000000071e+00 2.000000000000000000e+09 1.000000000000000000e+07 1.000000000000000888e-02 4.500000000000000111e-01 1.648199227612635686e-17 1.521546549254162983e+03 2.272627798853549734e+02 5.064032056711614609e+09
4.400000000000000000e+01 5.300000000000000266e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 5.000000000000000000e-01 3.423955354034047735e-17 1.854268870106927352e+03 1.448777171926588947e+00 1.073103512184386969e+09
4.500000000000000000e+01 3.390000000000000124e+00 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 2.750000000000000222e-01 5.201684114331156299e-18 9.599782628214830993e+02 3.087992931267617891e+01 2.284998240081906319e+09
4.600000000000000000e+01 8.000000000000000444e-01 4.000000000000000000e+09 2.511900000000000000e+07 9.798916064409035620e-02 5.250000000000000222e-01 1.273434956589069931e-16 1.884764390030293953e+03 1.161013344969885885e+01 4.905803134401396751e+09
4.700000000000000000e+01 3.400000000000000244e-01 5.088000000000000000e+08 1.000000000000000000e+07 1.000000000000000000e+00 1.250000000000000000e-01 1.608069102778951822e-17 1.137349881888846539e+03 0.000000000000000000e+00 6.248499286632853746e+07
4.800000000000000000e+01 3.470000000000000195e+00 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 4.500000000000000111e-01 3.479834405937048605e-17 1.090515581506945864e+03 2.224438265949837046e+02 1.646000375000769234e+10
4.900000000000000000e+01 2.500000000000000000e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.524560062662843496e-01 1.500000000000000222e-01 3.023124324969447960e-18 2.810325247329506510e+03 1.338962115277919196e+01 8.096783822714944458e+10
5.000000000000000000e+01 2.620000000000000107e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.701892829446502331e-01 0.000000000000000000e+00 4.784497283955098868e-19 2.024393145129419963e+03 2.456443907896293410e+00 2.411624557628495026e+10
5.100000000000000000e+01 1.620000000000000107e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.824577129666183239e-01 4.750000000000000333e-01 1.123884887661750119e-17 1.470382956682602526e+03 6.570873047302179693e+00 2.169869094848476562e+11
5.200000000000000000e+01 2.540000000000000036e+00 5.088000000000000000e+08 2.511900000000000000e+07 9.955456022925407433e-01 1.250000000000000000e-01 8.968452521543728742e-20 8.878443437331983432e+02 2.793551030964466220e-01 2.813188943695513916e+10
5.300000000000000000e+01 3.300000000000000155e-01 5.088000000000000000e+08 1.000000000000000000e+07 1.000000000000000000e+00 2.000000000000000111e-01 1.461467660774463739e-17 1.029494078066190013e+03 0.000000000000000000e+00 5.257142257359693944e+07
5.400000000000000000e+01 6.800000000000000488e-01 5.088000000000000000e+08 1.000000000000000000e+07 6.788688785174088469e-01 0.000000000000000000e+00 5.125682241679183960e-19 8.590751051685351740e+02 4.370047748403300264e-02 2.827679063250700012e+07
5.500000000000000000e+01 2.540000000000000036e+00 5.088000000000000000e+08 2.511900000000000000e+07 9.663484167759833765e-01 3.500000000000000333e-01 4.403155322197123360e-17 1.136921015394774076e+04 1.371523020306204614e+02 1.777606509310388184e+12
5.600000000000000000e+01 1.409999999999999920e+00 1.139100030000000000e+09 5.000000000000000000e+07 9.701892829446502331e-01 6.750000000000000444e-01 2.421333903248504389e-17 8.883801382433241542e+02 9.230774169743071411e+00 3.410510981344882202e+11
5.700000000000000000e+01 2.109999999999999876e+00 3.000000000000000000e+09 1.000000000000000000e+07 1.000000000000000888e-02 3.500000000000000333e-01 3.882257061900116355e-17 1.876062482310686846e+03 9.945693761706657199e+01 2.846484653700568199e+09
5.800000000000000000e+01 2.149999999999999911e+00 3.000000000000000000e+09 2.511900000000000000e+07 1.000000000000000888e-02 3.250000000000000111e-01 6.474575285716238656e-18 2.586023954323207363e+03 1.194482673712088072e+01 6.325113376917101145e+08
5.900000000000000000e+01 2.530000000000000249e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.798004827959798657e-01 0.000000000000000000e+00 3.347129018729122888e-19 2.361671757840432747e+03 7.878649629975366109e-01 2.253890947336569595e+10
6.000000000000000000e+01 1.340000000000000080e+00 5.088000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 6.500000000000000222e-01 5.794440221423284639e-16 6.848492914322828256e+03 1.890125569610095511e+02 3.174249100723960571e+11
