# obj_no phot_z age_old age_new f_old_V  EBV norm chi
2.900000000000000000e+01 4.540000000000000036e+00 5.088000000000000000e+08 1.000000000000000000e+07 7.345771296661833816e-01 7.500000000000000000e-01 4.341558340428503121e-16 4.777890445299246494e+04
3.000000000000000000e+01 3.609999999999999876e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 3.750000000000000000e-01 6.116231905776363104e-18 9.723858776402009880e+02
3.100000000000000000e+01 7.299999999999999822e-01 5.088000000000000000e+08 5.000000000000000000e+07 8.362199171250624952e-01 7.500000000000001110e-02 9.353357347562546870e-19 1.247522422651190254e+03
3.200000000000000000e+01 1.040000000000000036e+00 2.500000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 8.250000000000000666e-01 5.408309987370063485e-16 1.804962012097765182e+03
3.300000000000000000e+01 3.290000000000000036e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 4.750000000000000333e-01 1.738583329207152200e-17 1.110859978610440749e+03
3.400000000000000000e+01 6.140000000000000568e+00 1.139100030000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 4.000000000000000222e-01 -2.196759087123462105e-18 5.922443099818929113e+02
3.500000000000000000e+01 1.060000000000000053e+00 2.000000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 6.000000000000000888e-01 2.479105508088945888e-16 4.787979338700912194e+03
3.600000000000000000e+01 4.280000000000000249e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.750000000000000167e-01 6.917448017239241347e-19 8.045242829551395971e+02
3.700000000000000000e+01 5.899999999999999689e-01 8.064000000000000000e+08 2.511900000000000000e+07 9.003521803856815442e-01 7.000000000000000666e-01 6.599252822339069055e-17 3.510487052104723261e+03
3.800000000000000000e+01 2.550000000000000266e+00 5.088000000000000000e+08 1.000000000000000000e+07 8.362199171250624952e-01 1.750000000000000167e-01 3.743568400345774720e-18 1.166282839227167869e+03
3.900000000000000000e+01 3.570000000000000284e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 3.000000000000000444e-01 5.628792640216259796e-18 1.528469785805430092e+03
4.000000000000000000e+01 2.000000000000000111e-01 2.500000000000000000e+09 1.000000000000000000e+07 8.781743261443593074e-01 0.000000000000000000e+00 1.169805195989398274e-18 1.502806247457329619e+03
4.100000000000000000e+01 3.099999999999999978e-01 8.064000000000000000e+08 1.000000000000000000e+07 8.781743261443593074e-01 0.000000000000000000e+00 3.876879892175907158e-18 2.867950266225478572e+03
4.200000000000000000e+01 3.570000000000000284e+00 2.000000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 5.000000000000000000e-01 2.946802941313095233e-17 1.145056110907841003e+03
4.300000000000000000e+01 3.580000000000000071e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 4.500000000000000111e-01 1.646796223957352456e-17 1.521584512987132484e+03
4.400000000000000000e+01 5.300000000000000266e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 5.000000000000000000e-01 3.423955354034047735e-17 1.854268870106927352e+03
4.500000000000000000e+01 3.390000000000000124e+00 2.000000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 2.750000000000000222e-01 5.194086985300692678e-18 9.601975185315358203e+02
4.600000000000000000e+01 3.149999999999999911e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 3.250000000000000111e-01 1.820785614907513431e-17 1.888723774297156524e+03
4.700000000000000000e+01 3.400000000000000244e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.750000000000000167e-01 1.950557183618833861e-18 1.138739134313470231e+03
4.800000000000000000e+01 3.470000000000000195e+00 2.000000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 4.500000000000000111e-01 3.474823474172059906e-17 1.090995824726801402e+03
4.900000000000000000e+01 2.500000000000000000e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.000000000000000111e-01 7.033571237429333393e-18 2.822491890890932609e+03
5.000000000000000000e+01 2.620000000000000107e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.250000000000000000e-01 2.521918148044968059e-18 2.064944736161439323e+03
5.100000000000000000e+01 1.620000000000000107e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 8.000000000000000444e-01 3.374884949876917605e-16 1.483248968267699638e+03
5.200000000000000000e+01 5.400000000000000355e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.000000000000000111e-01 7.029450722900574291e-19 8.904449220095526698e+02
5.300000000000000000e+01 3.300000000000000155e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.250000000000000056e-01 1.604625253461284682e-18 1.031896474529125271e+03
5.400000000000000000e+01 6.800000000000000488e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 0.000000000000000000e+00 4.761422943623964972e-19 8.590805566419600154e+02
5.500000000000000000e+01 2.540000000000000036e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 4.750000000000000333e-01 2.032269565199398268e-16 1.141641497861179596e+04
5.600000000000000000e+01 1.409999999999999920e+00 1.434000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 1.000000000000000000e+00 3.909693546689828102e-16 8.992650067958174986e+02
5.700000000000000000e+01 2.270000000000000018e+00 5.088000000000000000e+08 2.511900000000000000e+07 7.080048279597983552e-01 2.500000000000000000e-01 1.733931240245863937e-17 1.879296536513285218e+03
5.800000000000000000e+01 2.149999999999999911e+00 3.000000000000000000e+09 2.511900000000000000e+07 7.080048279597983552e-01 3.000000000000000444e-01 5.260885687596948445e-18 2.587408748448508049e+03
5.900000000000000000e+01 2.540000000000000036e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.500000000000000000e-01 5.422092016783257539e-18 2.375653956075926544e+03
6.000000000000000000e+01 1.340000000000000080e+00 5.088000000000000000e+08 5.000000000000000000e+07 7.345771296661833816e-01 6.500000000000000222e-01 5.794440221423284639e-16 6.848492914322828256e+03
6.100000000000000000e+01 1.239999999999999991e+00 5.088000000000000000e+08 2.511900000000000000e+07 7.080048279597983552e-01 1.000000000000000056e-01 9.592213101900898559e-19 4.929182644583343631e+02
6.200000000000000000e+01 3.099999999999999978e-01 5.088000000000000000e+08 2.511900000000000000e+07 7.080048279597983552e-01 3.250000000000000111e-01 6.920999054823366282e-18 6.255684957501347299e+02
6.300000000000000000e+01 1.660000000000000142e+00 1.434000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 7.000000000000000666e-01 1.728467335598833481e-16 1.175725439256665368e+03
6.400000000000000000e+01 1.370000000000000107e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 8.500000000000000888e-01 1.668994873434609356e-16 2.053874055017265164e+03
6.500000000000000000e+01 3.459999999999999964e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 2.500000000000000000e-01 3.001517619757496433e-18 1.291963970882435888e+03
6.600000000000000000e+01 3.699999999999999956e-01 8.064000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 0.000000000000000000e+00 1.628015659638069609e-18 2.025765657643239820e+03
6.700000000000000000e+01 3.310000000000000053e+00 2.000000000000000000e+09 1.000000000000000000e+07 9.003521803856815442e-01 1.250000000000000000e-01 2.606389667261178636e-19 7.903086298021055427e+02
6.800000000000000000e+01 1.060000000000000053e+00 2.000000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 6.000000000000000888e-01 1.422558908694471327e-16 2.232534936355932132e+03
6.900000000000000000e+01 2.350000000000000089e+00 5.088000000000000000e+08 1.000000000000000000e+07 7.345771296661833816e-01 3.500000000000000333e-01 6.583132386781520740e-14 2.204602290896505862e+07
7.000000000000000000e+01 2.339999999999999858e+00 3.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 3.000000000000000444e-01 1.297230582960376306e-13 2.545713209925166517e+07
7.100000000000000000e+01 3.950000000000000178e+00 1.700000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 2.500000000000000000e-01 1.906082381070108007e-18 9.202869086198370496e+02
7.200000000000000000e+01 2.999999999999999889e-01 8.064000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 0.000000000000000000e+00 9.697680731489894797e-19 1.104083245271343458e+03
7.300000000000000000e+01 2.760000000000000231e+00 2.500000000000000000e+09 1.000000000000000000e+07 9.003521803856815442e-01 0.000000000000000000e+00 8.959228210836099016e-20 3.966100410496981567e+03
7.400000000000000000e+01 3.839999999999999858e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 3.750000000000000000e-01 1.642185161900175201e-18 4.750836431995546150e+02
7.500000000000000000e+01 3.500000000000000333e-01 1.139100030000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 0.000000000000000000e+00 3.896988759853391792e-19 1.525775211041717739e+03
7.600000000000000000e+01 6.400000000000000133e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.750000000000000167e-01 1.270308986229018429e-18 1.118884104596015050e+03
7.700000000000000000e+01 1.929999999999999938e+00 8.064000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 6.000000000000000888e-01 1.237897344001553044e-16 1.179662409444373588e+04
7.800000000000000000e+01 3.350000000000000089e+00 8.064000000000000000e+08 5.000000000000000000e+07 8.515106807538886935e-01 0.000000000000000000e+00 3.278894045411935955e-19 2.885809415716196327e+03
7.900000000000000000e+01 4.799999999999999822e-01 5.088000000000000000e+08 5.000000000000000000e+07 7.080048279597983552e-01 2.500000000000000139e-02 1.122782357586118196e-18 9.189283164764673302e+02
8.000000000000000000e+01 2.290000000000000036e+00 5.088000000000000000e+08 1.000000000000000000e+07 7.809132347232226046e-01 2.250000000000000056e-01 8.625170190275962200e-18 1.384153387684338895e+03
8.100000000000000000e+01 1.090000000000000080e+00 1.434000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 5.000000000000000000e-01 3.481094096045342618e-17 6.442782092480692882e+02
8.200000000000000000e+01 2.620000000000000107e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 2.750000000000000222e-01 6.260333371242033240e-18 1.186374889393739068e+03
8.300000000000000000e+01 4.780000000000000249e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.000000000000000111e-01 1.293582501699981449e-18 7.676545569670852274e+02
8.400000000000000000e+01 5.700000000000000622e-01 5.088000000000000000e+08 5.000000000000000000e+07 8.781743261443593074e-01 5.000000000000000278e-02 1.238881261229757691e-18 1.093200498652029864e+03
8.500000000000000000e+01 5.100000000000000089e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 0.000000000000000000e+00 1.876763410241777258e-18 1.007576207054339534e+03
8.600000000000000000e+01 9.400000000000000577e-01 8.064000000000000000e+08 2.511900000000000000e+07 8.194539282036752414e-01 0.000000000000000000e+00 7.066765200348746841e-19 1.222019720766672663e+03
8.700000000000000000e+01 1.929999999999999938e+00 5.088000000000000000e+08 5.000000000000000000e+07 8.362199171250624952e-01 2.750000000000000222e-01 1.928933130538036981e-18 5.710381057647153966e+02
8.800000000000000000e+01 9.100000000000000311e-01 2.000000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 0.000000000000000000e+00 1.896121905810797416e-19 8.393326343934379565e+02
8.900000000000000000e+01 3.810000000000000053e+00 1.700000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 1.250000000000000000e-01 2.025995703574730303e-19 5.900449912616121537e+02
9.000000000000000000e+01 2.470000000000000195e+00 5.088000000000000000e+08 1.000000000000000000e+07 8.781743261443593074e-01 2.000000000000000111e-01 1.223006828300556724e-17 5.055565705310972589e+03
9.100000000000000000e+01 5.999999999999999778e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.345771296661833816e-01 0.000000000000000000e+00 1.183810567362273377e-18 1.079632523134379881e+03
9.200000000000000000e+01 3.959999999999999964e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.000000000000000000e+00 3.647204559612532575e-15 5.205027819341769828e+03
9.300000000000000000e+01 1.110000000000000098e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 7.000000000000000666e-01 4.838291184514464947e-16 2.973889636072306985e+03
9.400000000000000000e+01 4.950000000000000178e+00 1.139100030000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 0.000000000000000000e+00 1.351120642280230610e-19 2.859600486684122188e+03
9.500000000000000000e+01 1.030000000000000027e+00 2.000000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 6.750000000000000444e-01 5.206635316397797420e-16 3.668306584864054912e+03
9.600000000000000000e+01 1.700000000000000122e-01 8.064000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 2.250000000000000056e-01 2.897412570377188497e-18 1.416588016637278088e+03
9.700000000000000000e+01 4.100000000000000311e-01 8.064000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.750000000000000167e-01 8.712528205469545440e-19 7.393927979850680003e+02
9.800000000000000000e+01 1.989999999999999991e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.750000000000000222e-01 3.972430987514172318e-18 8.070540403311276805e+02
9.900000000000000000e+01 1.890000000000000124e+00 3.000000000000000000e+09 2.511900000000000000e+07 7.345771296661833816e-01 3.000000000000000444e-01 3.466243694782237951e-17 4.187464808512298987e+03
1.000000000000000000e+02 4.120000000000000107e+00 5.088000000000000000e+08 5.000000000000000000e+07 8.194539282036752414e-01 1.750000000000000167e-01 1.514968590841793881e-18 9.166095582375785398e+02
1.010000000000000000e+02 3.400000000000000244e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.000000000000000056e-01 2.137611330208617745e-18 1.557457394091343758e+03
1.020000000000000000e+02 1.090000000000000080e+00 2.500000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 9.000000000000000222e-01 9.044088909124795903e-16 2.181789003013850561e+03
1.030000000000000000e+02 2.099999999999999922e-01 3.000000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 1.250000000000000000e-01 1.732698707278526420e-17 8.274495408604041586e+03
1.040000000000000000e+02 5.700000000000000622e-01 8.064000000000000000e+08 1.000000000000000000e+07 8.897735565382587364e-01 0.000000000000000000e+00 3.084015873903953240e-19 7.198183310630055303e+02
1.050000000000000000e+02 5.200000000000000178e-01 8.064000000000000000e+08 5.000000000000000000e+07 8.897735565382587364e-01 7.500000000000001110e-02 9.717389579456905462e-19 9.715824483452556706e+02
1.060000000000000000e+02 3.570000000000000284e+00 2.000000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 4.000000000000000222e-01 2.454137575916809998e-17 1.427278244415775589e+03
1.070000000000000000e+02 5.300000000000000266e-01 5.088000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 0.000000000000000000e+00 1.589334592852643230e-19 7.205717006288738276e+02
1.080000000000000000e+02 6.099999999999999867e-01 5.088000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 0.000000000000000000e+00 3.622500171677633945e-19 5.802349327671176979e+02
1.090000000000000000e+02 2.220000000000000195e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 3.750000000000000000e-01 1.233517197211054708e-17 1.182280055145238975e+03
1.100000000000000000e+02 2.439999999999999947e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.750000000000000222e-01 5.367527774385148194e-18 1.273668848963776099e+03
1.110000000000000000e+02 3.570000000000000284e+00 2.000000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 3.000000000000000444e-01 8.510982103687094623e-18 1.320701011591566839e+03
1.120000000000000000e+02 2.609999999999999876e+00 5.088000000000000000e+08 1.000000000000000000e+07 7.809132347232226046e-01 2.250000000000000056e-01 4.806893129211093490e-18 1.180975605107934825e+03
1.130000000000000000e+02 4.600000000000000200e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.500000000000000222e-01 1.281308225696743274e-18 6.721391454237394782e+02
1.140000000000000000e+02 2.260000000000000231e+00 5.088000000000000000e+08 1.000000000000000000e+07 8.897735565382587364e-01 3.750000000000000000e-01 1.990951059898803414e-17 1.548889597713771536e+03
1.150000000000000000e+02 4.299999999999999933e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.750000000000000222e-01 1.333426209175859649e-18 8.440579748649403200e+02
1.160000000000000000e+02 4.299999999999999933e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 3.000000000000000444e-01 5.030233661210667254e-18 1.502778075244512593e+03
1.170000000000000000e+02 1.280000000000000027e+00 4.000000000000000000e+09 1.000000000000000000e+07 9.003521803856815442e-01 6.000000000000000888e-01 3.197135197814710879e-17 2.056458789544481988e+03
1.180000000000000000e+02 2.999999999999999889e-02 1.139100030000000000e+09 1.000000000000000000e+07 9.003521803856815442e-01 2.500000000000000139e-02 1.458471843672370584e-18 1.398902458796419978e+03
1.190000000000000000e+02 4.200000000000000178e+00 5.088000000000000000e+08 2.511900000000000000e+07 9.003521803856815442e-01 1.500000000000000222e-01 6.855205861191186443e-19 9.020884187364558784e+02
1.200000000000000000e+02 3.390000000000000124e+00 2.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 3.250000000000000111e-01 4.250503456232712440e-18 1.068587986498400369e+03
1.210000000000000000e+02 3.800000000000000044e-01 5.088000000000000000e+08 1.000000000000000000e+07 8.654560229254073533e-01 0.000000000000000000e+00 1.816864256201092345e-18 2.675266102583717839e+03
1.220000000000000000e+02 6.500000000000000222e-01 8.064000000000000000e+08 5.000000000000000000e+07 8.010703869145960887e-01 2.500000000000000000e-01 1.438440333671856743e-18 7.402924676213975772e+02
1.230000000000000000e+02 3.320000000000000284e+00 5.088000000000000000e+08 2.511900000000000000e+07 9.003521803856815442e-01 0.000000000000000000e+00 1.735264919721291170e-19 2.080861480536453655e+03
1.240000000000000000e+02 3.060000000000000053e+00 5.088000000000000000e+08 5.000000000000000000e+07 7.080048279597983552e-01 2.250000000000000056e-01 5.171138356753180913e-18 2.668732262609502868e+03
1.250000000000000000e+02 4.790000000000000036e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 2.500000000000000139e-02 2.448241439370689355e-19 2.342398844745145652e+03
1.260000000000000000e+02 4.100000000000000311e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 5.000000000000000278e-02 6.679174648664445230e-19 9.543569876257672604e+02
1.270000000000000000e+02 1.939999999999999947e+00 3.000000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 3.500000000000000333e-01 3.430200860274382141e-17 1.919550398076136389e+03
1.280000000000000000e+02 1.110000000000000098e+00 2.500000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 5.750000000000000666e-01 7.654617403528531443e-17 2.089292650660030176e+03
1.290000000000000000e+02 8.599999999999999867e-01 5.088000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 3.750000000000000000e-01 1.350950207285768310e-18 6.046375603851108735e+02
1.300000000000000000e+02 3.200000000000000178e+00 1.434000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 2.000000000000000111e-01 3.437788179684751742e-18 1.249908952796945414e+03
1.310000000000000000e+02 2.419999999999999929e+00 1.434000000000000000e+09 1.000000000000000000e+07 9.003521803856815442e-01 9.000000000000000222e-01 2.428288010564216023e-15 1.516420305843585311e+03
1.320000000000000000e+02 4.520000000000000462e+00 5.088000000000000000e+08 1.000000000000000000e+07 9.003521803856815442e-01 2.000000000000000111e-01 3.734755175965223240e-18 3.055330668890093875e+03
1.330000000000000000e+02 2.350000000000000089e+00 5.088000000000000000e+08 1.000000000000000000e+07 7.588113568490419958e-01 3.250000000000000111e-01 3.759560082756391274e-14 1.499064389170981199e+07
1.340000000000000000e+02 2.999999999999999889e-01 2.500000000000000000e+09 5.000000000000000000e+07 9.003521803856815442e-01 1.250000000000000000e-01 2.494433340579123279e-15 1.179135191029053740e+07
1.350000000000000000e+02 4.889999999999999680e+00 1.139100030000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 0.000000000000000000e+00 7.686769254906477350e-20 9.709645196600429244e+02
1.360000000000000000e+02 2.589999999999999858e+00 2.500000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 3.250000000000000111e-01 2.602454370259685083e-18 8.761536868218943255e+02
1.370000000000000000e+02 2.569999999999999840e+00 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.250000000000000000e-01 3.245639598925182692e-18 4.899750916245136068e+03
1.380000000000000000e+02 4.209999999999999964e+00 1.700000000000000000e+09 5.000000000000000000e+07 7.080048279597983552e-01 1.500000000000000222e-01 3.571571450860249892e-18 6.991762501455179881e+04
1.390000000000000000e+02 2.629999999999999893e+00 5.088000000000000000e+08 1.000000000000000000e+07 8.897735565382587364e-01 0.000000000000000000e+00 1.034857145191203127e-18 2.929498951261384718e+03
1.400000000000000000e+02 1.239999999999999991e+00 8.064000000000000000e+08 5.000000000000000000e+07 8.897735565382587364e-01 0.000000000000000000e+00 4.393229778894013177e-19 1.154131695991959532e+03
1.410000000000000000e+02 6.500000000000000222e-01 8.064000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 1.500000000000000222e-01 7.790250870575380650e-19 1.099260483377322771e+03
1.420000000000000000e+02 2.890000000000000124e+00 2.500000000000000000e+09 1.000000000000000000e+07 7.080048279597983552e-01 4.250000000000000444e-01 6.900355550187398628e-18 2.460993325628260664e+03
1.430000000000000000e+02 1.280000000000000027e+00 5.088000000000000000e+08 1.000000000000000000e+07 7.080048279597983552e-01 1.750000000000000167e-01 1.550389476486034704e-18 7.175795657787061828e+02
1.440000000000000000e+02 5.999999999999999778e-01 5.088000000000000000e+08 5.000000000000000000e+07 9.003521803856815442e-01 2.500000000000000000e-01 8.375733728176737693e-19 7.111279682736985706e+02
1.450000000000000000e+02 4.700000000000000289e-01 1.434000000000000000e+09 1.000000000000000000e+07 7.345771296661833816e-01 0.000000000000000000e+00 1.696314969994921636e-17 1.485661491595654661e+04
