# obj_no phot_z age_old age_new f_old_V  EBV norm chi
1.000000000000000000e+00 4.299999999999999933e-01 1.700000000000000000e+09 1.000000000000000000e+07 6.469219452298986539e-01 0.000000000000000000e+00 5.265732915111644518e-18 1.971362379783540973e+03
2.000000000000000000e+00 3.370000000000000107e+00 2.000000000000000000e+09 2.511900000000000000e+07 1.000000000000000888e-02 9.750000000000000888e-01 2.994734209359954236e-15 1.283132747786249183e+03
3.000000000000000000e+00 3.900000000000000133e-01 5.088000000000000000e+08 5.000000000000000000e+07 3.181690290810633703e-01 2.500000000000000000e-01 2.042247911707535847e-17 1.533176748807855574e+03
4.000000000000000000e+00 1.199999999999999956e+00 8.064000000000000000e+08 5.000000000000000000e+07 6.788688785174088469e-01 3.250000000000000111e-01 2.912518409076585329e-18 7.963548563498969770e+02
5.000000000000000000e+00 3.910000000000000142e+00 1.700000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 3.750000000000000000e-01 8.722696903235759619e-18 9.104617729715836276e+02
6.000000000000000000e+00 3.500000000000000333e-01 5.088000000000000000e+08 5.000000000000000000e+07 6.788688785174088469e-01 2.000000000000000111e-01 3.682151373657568273e-18 9.296992597395826579e+02
7.000000000000000000e+00 5.999999999999999778e-01 8.064000000000000000e+08 1.000000000000000000e+07 6.788688785174088469e-01 1.250000000000000000e-01 9.795169690679153889e-19 6.214187445788170407e+02
8.000000000000000000e+00 3.649999999999999911e+00 1.700000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 1.750000000000000167e-01 1.024844130652421577e-18 9.627903149669336926e+02
9.000000000000000000e+00 1.090000000000000080e+00 2.500000000000000000e+09 5.000000000000000000e+07 6.469219452298986539e-01 1.000000000000000000e+00 4.572955800498456779e-15 7.328189320112753194e+03
1.000000000000000000e+01 4.860000000000000320e+00 5.088000000000000000e+08 1.000000000000000000e+07 6.788688785174088469e-01 4.500000000000000111e-01 7.152278441156465766e-17 6.038522044966807698e+03
1.100000000000000000e+01 1.459999999999999964e+00 5.088000000000000000e+08 5.000000000000000000e+07 6.788688785174088469e-01 8.750000000000000000e-01 2.221114402864939589e-15 1.881678361420270676e+03
1.200000000000000000e+01 3.510000000000000231e+00 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 2.250000000000000056e-01 2.183739872463546186e-18 5.926483007738365814e+02
1.300000000000000000e+01 2.300000000000000266e+00 3.000000000000000000e+09 2.511900000000000000e+07 1.000000000000000888e-02 3.250000000000000111e-01 1.051048586369164753e-17 1.126333776489947923e+03
1.400000000000000000e+01 1.110000000000000098e+00 4.000000000000000000e+09 5.000000000000000000e+07 4.345600626628430829e-01 1.000000000000000000e+00 1.761281778685658504e-15 2.236603280506922601e+03
1.500000000000000000e+01 4.990000000000000213e+00 5.088000000000000000e+08 1.000000000000000000e+07 6.788688785174088469e-01 0.000000000000000000e+00 1.006071815798510460e-19 8.684579499805475962e+02
1.600000000000000000e+01 3.580000000000000071e+00 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 3.750000000000000000e-01 2.033770773465162612e-17 1.409651823877212337e+03
1.700000000000000000e+01 1.040000000000000036e+00 1.434000000000000000e+09 5.000000000000000000e+07 6.469219452298986539e-01 1.000000000000000000e+00 5.213852710786621737e-15 5.043130881773145120e+03
1.800000000000000000e+01 3.200000000000000067e-01 8.064000000000000000e+08 5.000000000000000000e+07 6.788688785174088469e-01 7.500000000000001110e-02 1.107982206478586765e-17 3.219647090736507835e+03
1.900000000000000000e+01 3.189999999999999947e+00 2.000000000000000000e+09 5.000000000000000000e+07 1.000000000000000888e-02 3.500000000000000333e-01 1.676414537001641209e-17 2.059135693595796965e+03
2.000000000000000000e+01 3.050000000000000266e+00 5.088000000000000000e+08 2.511900000000000000e+07 6.788688785174088469e-01 1.250000000000000000e-01 2.634239298673066362e-19 5.237062947936279897e+02
2.100000000000000000e+01 4.299999999999999933e-01 4.000000000000000000e+09 5.000000000000000000e+07 6.788688785174088469e-01 1.000000000000000000e+00 1.016803751747893101e-15 6.355608902771451540e+03
